ID,T1,Year,Sensations,Manipulations,Stimuli,Grounding Methods,Stimulating Methods,Source to Mechanical Mechanism,Simple to Complex Mechanism,web,Meeting name,TITLE
138.1,benko2016normaltouch,2016,Shape,Static contact,Partial proximate objects,"Ungrounding (handheld,portable)",Encountered,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://doi.org/10.1145/2984511.2984527,ACM UIST,"NormalTouch and TextureTouch: High-fidelity 3D Haptic Shape Rendering on Handheld Virtual Reality Controllers

Source: UIST 2016: PROCEEDINGS OF THE 29TH ANNUAL SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY 10: 717-728

Date: 2016 

Document Type: Journal :  

DOI: 10.1145/2984511.2984526

Language:  

LCR: 0   CR: 15   LCS: 0   GCS: 80   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Controller Design; Tactile Display; Virtual Reality

KeyWords Plus:  

Abstract: We present an investigation of mechanically-actuated hand-held controllers that render the shape of virtual objects through physical shape displacement, enabling users to feel 3D surfaces, textures, and forces that match the visual rendering. We demonstrate two such controllers, NormalTouch and TextureTouch. Both controllers are tracked with 6 DOF and produce spatially-registered haptic feedback to a users finger. NormalTouch haptically renders object surfaces and provides force feedback using a tiltable and extrudable platform. TextureTouch renders the shape of virtual objects including detailed surface structure through a 4x4 matrix of actuated pins. By moving our controllers around in space while keeping their finger on the actuated platform, users obtain the impression of a much larger 3D shape by cognitively integrating output sensations over time. Our evaluation compares the effectiveness of our controllers with the two defacto standards in Virtual Reality controllers: device vibration and visual feedback only. We find that haptic feedback significantly increases the accuracy of VR interaction, most effectively by rendering high-fidelity shape output as in the case of our controllers. Participants also generally found NormalTouch and TextureTouch realistic in conveying the sense of touch for a variety of 3D objects. 
"
138.2,benko2016normaltouch,2016,Shape,Static contact,Partial proximate objects,"Ungrounding (handheld,portable)",Encountered,Electromagnetic Mechs,Spatial distribution of simple actuators,https://doi.org/10.1145/2984511.2984526,ACM UIST,"NormalTouch and TextureTouch: High-fidelity 3D Haptic Shape Rendering on Handheld Virtual Reality Controllers

Source: UIST 2016: PROCEEDINGS OF THE 29TH ANNUAL SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY 10: 717-728

Date: 2016 

Document Type: Journal :  

DOI: 10.1145/2984511.2984526

Language:  

LCR: 0   CR: 15   LCS: 0   GCS: 80   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Controller Design; Tactile Display; Virtual Reality

KeyWords Plus:  

Abstract: We present an investigation of mechanically-actuated hand-held controllers that render the shape of virtual objects through physical shape displacement, enabling users to feel 3D surfaces, textures, and forces that match the visual rendering. We demonstrate two such controllers, NormalTouch and TextureTouch. Both controllers are tracked with 6 DOF and produce spatially-registered haptic feedback to a users finger. NormalTouch haptically renders object surfaces and provides force feedback using a tiltable and extrudable platform. TextureTouch renders the shape of virtual objects including detailed surface structure through a 4x4 matrix of actuated pins. By moving our controllers around in space while keeping their finger on the actuated platform, users obtain the impression of a much larger 3D shape by cognitively integrating output sensations over time. Our evaluation compares the effectiveness of our controllers with the two defacto standards in Virtual Reality controllers: device vibration and visual feedback only. We find that haptic feedback significantly increases the accuracy of VR interaction, most effectively by rendering high-fidelity shape output as in the case of our controllers. Participants also generally found NormalTouch and TextureTouch realistic in conveying the sense of touch for a variety of 3D objects. 
"
138.2,benko2016normaltouch,2016,Fine roughness,Static contact,Partial proximate objects,"Ungrounding (handheld,portable)",Encountered,Electromagnetic Mechs,Spatial distribution of simple actuators,https://doi.org/10.1145/2984511.2984527,ACM UIST,"NormalTouch and TextureTouch: High-fidelity 3D Haptic Shape Rendering on Handheld Virtual Reality Controllers

Source: UIST 2016: PROCEEDINGS OF THE 29TH ANNUAL SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY 10: 717-728

Date: 2016 

Document Type: Journal :  

DOI: 10.1145/2984511.2984526

Language:  

LCR: 0   CR: 15   LCS: 0   GCS: 80   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics; Controller Design; Tactile Display; Virtual Reality

KeyWords Plus:  

Abstract: We present an investigation of mechanically-actuated hand-held controllers that render the shape of virtual objects through physical shape displacement, enabling users to feel 3D surfaces, textures, and forces that match the visual rendering. We demonstrate two such controllers, NormalTouch and TextureTouch. Both controllers are tracked with 6 DOF and produce spatially-registered haptic feedback to a users finger. NormalTouch haptically renders object surfaces and provides force feedback using a tiltable and extrudable platform. TextureTouch renders the shape of virtual objects including detailed surface structure through a 4x4 matrix of actuated pins. By moving our controllers around in space while keeping their finger on the actuated platform, users obtain the impression of a much larger 3D shape by cognitively integrating output sensations over time. Our evaluation compares the effectiveness of our controllers with the two defacto standards in Virtual Reality controllers: device vibration and visual feedback only. We find that haptic feedback significantly increases the accuracy of VR interaction, most effectively by rendering high-fidelity shape output as in the case of our controllers. Participants also generally found NormalTouch and TextureTouch realistic in conveying the sense of touch for a variety of 3D objects. 
"
139,wilson2014perception,2014,Abstracted,NA,Vibration,Grounding-off-body,Encountered,Existing devices,NA,https://dl.acm.org/doi/10.1145/2556288.2557033,ACM CHI,Perception of ultrasonic haptic feedback on the hand: localisation and apparent motion
140,portolesdiez2021novel,2021,Hardness,Lateral motion,Vibration,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics,A Novel Method for Surface Exploration by 6-DOF Encountered-Type Haptic Display Towards Virtual Palpation
140,portolesdiez2021novel,2021,Hardness,Lateral motion,Force/movements across joints,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics,A Novel Method for Surface Exploration by 6-DOF Encountered-Type Haptic Display Towards Virtual Palpation
140,portolesdiez2021novel,2021,Macro roughness,Lateral motion,Force/deformations on the skin,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics,A Novel Method for Surface Exploration by 6-DOF Encountered-Type Haptic Display Towards Virtual Palpation
140,portolesdiez2021novel,2021,Macro roughness,Lateral motion,Force/movements across joints,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://ieeexplore.ieee.org/document/9381693,IEEE Transactions on Haptics,A Novel Method for Surface Exploration by 6-DOF Encountered-Type Haptic Display Towards Virtual Palpation
141,wang2020position,2020,Hardness,Pressure,Force/movements across joints,Grounding-off-body,Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://ieeexplore.ieee.org/abstract/document/9293394,IEEE Transactions on Haptics,A Position-Control Based Approach to Haptic Rendering of Stiff Objects
142,macgavin2021protactile,2021,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9417720,IEEE Transactions on Haptics,A Protactile-Inspired Wearable Haptic Device for Capturing the Core Functions of CommunicationA
142,macgavin2021protactile,2021,Abstracted,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9417720,IEEE Transactions on Haptics,A Protactile-Inspired Wearable Haptic Device for Capturing the Core Functions of CommunicationA
144,shabani2021haptic,2021,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,NA,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9423549,IEEE Transactions on Haptics,Haptic vs. Visual Neurofeedback for Brain Training: A Proof-of-Concept Study
145,daunizeau2021phononic,2021,Fine roughness,Lateral motion,Vibration,"Ungrounding (handheld,portable)",Encountered,Piezoelectric actuators,NA,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9400743,IEEE Transactions on Haptics,Phononic Crystals Applied to Localised Surface Haptics
146,abe2021remote,2021,Fine roughness,Lateral motion,Vibration,Grounding-off-body,Encountered,Existing devices,NA,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9416825,IEEE Transactions on Haptics,Remote Friction Reduction on Resonant Film Surface by Airborne Ultrasound
147,bhatia2021soma,2021,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,NA,NA,https://dl.acm.org/doi/abs/10.1145/3411764.3445123,ACM CHI,"Soma-noti: Delivering Notifications Through Under-clothing
Wearables"
147,bhatia2021soma,2021,Abstracted,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,NA,NA,https://dl.acm.org/doi/abs/10.1145/3411764.3445123,ACM CHI,"Soma-noti: Delivering Notifications Through Under-clothing
Wearables"
148,kawazoe2021tactile,2021,Abstracted,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,NA,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9442315,IEEE Transactions on Haptics,Tactile Echoes: Multisensory Augmented Reality for the Hand
149,feick2021visuo,2021,Force/motion,Part motion test,Whole proximate objects,NA,Encountered,Electromagnetic Mechs,NA,https://dl.acm.org/doi/abs/10.1145/3411764.3445456,ACM CHI,Visuo-haptic Illusions for Linear Translation and Stretching using Physical Proxies in Virtual Reality
150,hachisu2014vacuumtouch,2014,Abstracted,Static contact,Force/deformations on the skin,"Ungrounding (handheld,portable)",Encountered,Existing devices,NA,https://dl.acm.org/doi/10.1145/2556288.2557252,ACM CHI,VacuumTouch: attractive force feedback interface for haptic interactive surface using air suction
151,doucette2013effects,2013,Abstracted,NA,Vibration,"Ungrounding (handheld,portable)",Worn,Electromagnetic Mechs,NA,https://dl.acm.org/doi/10.1145/2470654.2466250,ACM CHI,The effects of tactile feedback and movement alteration on interaction and awareness with digital embodiments
152,hoggan2012pressages,2012,Abstracted,NA,Vibration,"Ungrounding (handheld,portable)",Encountered,Existing devices,NA,https://dl.acm.org/doi/10.1145/2380116.2380185,ACM CHI,
